_id,societyId,name,phone,visitorType,createdByUserId,createdAt,__v,updatedAt,created_month,created_weekday,created_hour
6a60919d62a1662d3b68048f,6a5b33f154b73fc9cb5effdf,Dylan Legros,(406) 960-6576,GUEST,6a5e40d56ed32b9a22aee986,2026-06-09 06:37:03.953000+00:00,0,2026-07-22 09:47:09.706000+00:00,6,1,6
6a60919d62a1662d3b680490,6a5b33f154b73fc9cb5effdf,Mr. Christopher Schmitt,781-414-2426 x556,DELIVERY,6a605fde07be72cd0147a6cc,2026-01-27 05:38:04.111000+00:00,0,2026-07-22 09:47:09.706000+00:00,1,1,5
6a60919d62a1662d3b680491,6a5b33f154b73fc9cb5effdf,Rachel Gislason,1-935-414-0985,SERVICE_PROVIDER,6a5fb2a4f9a6aaf7b13e2f11,2026-02-07 22:07:34.403000+00:00,0,2026-07-22 09:47:09.706000+00:00,2,5,22
6a60919d62a1662d3b680492,6a5b33f154b73fc9cb5effdf,Lynda Gleason,775.416.8850 x9298,OTHER,6a5b5008120eac5c280cb195,2026-04-15 00:50:11.474000+00:00,0,2026-07-22 09:47:09.706000+00:00,4,2,0
6a60919d62a1662d3b680493,6a5b33f154b73fc9cb5effdf,Kory Walker,293-594-2137 x222,SERVICE_PROVIDER,6a5fb2a4f9a6aaf7b13e2f11,2026-03-07 08:45:34.870000+00:00,0,2026-07-22 09:47:09.706000+00:00,3,5,8
6a60919d62a1662d3b680494,6a5b33f154b73fc9cb5effdf,Tressie Rolfson,1-868-639-6723 x4201,CAB,6a5faffaf9a6aaf7b13e2e1f,2026-06-14 07:31:56.132000+00:00,0,2026-07-22 09:47:09.706000+00:00,6,6,7
6a60919d62a1662d3b680495,6a5b33f154b73fc9cb5effdf,Shari Schuster,(605) 208-3591,MAINTENANCE,6a605fde07be72cd0147a6cc,2026-02-06 12:37:27.744000+00:00,0,2026-07-22 09:47:09.706000+00:00,2,4,12
6a60919d62a1662d3b680496,6a5b33f154b73fc9cb5effdf,Darrel Wolff,539-480-1504,GUEST,6a605fde07be72cd0147a6cc,2026-06-10 11:02:14.748000+00:00,0,2026-07-22 09:47:09.706000+00:00,6,2,11
6a60919d62a1662d3b680497,6a5b33f154b73fc9cb5effdf,Tanya Bins,1-585-342-3014 x8892,OTHER,6a605fde07be72cd0147a6cc,2026-03-09 12:29:12.158000+00:00,0,2026-07-22 09:47:09.706000+00:00,3,0,12
6a60919d62a1662d3b680498,6a5b33f154b73fc9cb5effdf,Krista Shanahan,(875) 595-7259 x8894,SERVICE_PROVIDER,6a5fb2a4f9a6aaf7b13e2f11,2026-01-29 14:32:15.913000+00:00,0,2026-07-22 09:47:09.706000+00:00,1,3,14
